2.582659297230876505e-01 1.022076994107450787e+01 2.621920871343003112e-01 2.587720420681054456e-01
2.579802633506171339e-01 1.921797874529397987e+01 2.627486980393844984e-01 2.612922933160173322e-01
2.592472914172932463e-01 2.575837244501196222e-01 2.651758291390607924e-01 2.521799315499353256e+01
2.599131128499207466e-01 2.571063166011304801e-01 5.226055515611805369e+00 2.569250549371443482e-01
2.574249476968225037e-01 2.570473161244901106e-01 1.522500262588292408e+01 2.605251102957650278e-01
2.584690328771399037e-01 2.594387442354752493e-01 8.212304968517727843e+00 2.697872543696575587e-01
1.221486866361670387e+01 2.605038079629366510e-01 2.640236368936629829e-01 2.606038915266951084e-01
2.546548684098937088e-01 4.212975146650045133e+00 2.709594641253081915e-01 2.614105208147528558e-01
2.589374967176001352e-01 2.565262726548376837e-01 5.224770157044088315e+00 2.597660735834739776e-01
2.531088941400267966e-01 7.231006024600914017e+00 2.603823577891470897e-01 2.555027234699127070e-01
1.519281080884298873e+01 2.663701170291677411e-01 2.743719178655766311e-01 2.664471562622678924e-01
2.561509427082612200e-01 2.577047490620228420e-01 2.538896889458678308e-01 1.232254619283847941e+00
2.575018665268650753e-01 2.560182071549508276e-01 2.649643733700851045e-01 4.221515552948099881e+00
1.121385525705917807e+01 2.604767913069879759e-01 2.613362698395026440e-01 2.643316817943311414e-01
2.571571840366115858e-01 2.521419079890715054e+01 2.651333010676040214e-01 2.635187159886284158e-01
2.598191490218879074e-01 2.581874591649505057e-01 2.622269076185391157e+01 2.593026299592476880e-01
2.585672561893856969e-01 1.522074328639854457e+01 2.623151759948528228e-01 2.583742814172171331e-01
2.582112695733671526e-01 2.590112327111708246e-01 2.602898674995779982e-01 2.622248763021588402e+01
2.549774653138127678e-01 2.547160542293126495e-01 2.571164873798565398e-01 3.123318999307702271e+01
2.229914558112937151e+00 2.571109587640633687e-01 2.573398811395098407e-01 2.556346019834899175e-01
2.591751106045143138e-01 7.217140709508996110e+00 2.632378102795794872e-01 2.604463696069102552e-01
2.597883352811559132e-01 2.592187766848763619e-01 1.622165020968706273e+01 2.593426783469022778e-01
2.576621235819715472e-01 2.572278423484619103e-01 2.322412610523375420e+01 2.609839288358145049e-01
2.604524943381011370e-01 2.585581760471776236e-01 2.221406459520252241e+01 2.669247344121944976e-01
2.571976642283055337e-01 2.605958148046350065e-01 2.922251331299215948e+01 2.596932079749041389e-01
2.560849868001129348e-01 2.568750374419443427e-01 2.573818155456217283e-01 2.522965816021232044e+01
2.564331152605048847e-01 2.579611309381776296e-01 2.590299123998082709e-01 1.922657584140150533e+01
2.548152246482294214e-01 2.551914276266206705e-01 2.562563083796727814e-01 1.223373703934547940e+01
2.597818575947963837e-01 2.121574219872885791e+01 2.594355594409233912e-01 2.650403842354208117e-01
2.573635440157707177e-01 2.593929228320563940e-01 2.922567892560010705e+01 2.575646075520632294e-01
3.119663403906708155e+01 2.638005792983117992e-01 2.750797167614392746e-01 2.644856648731662152e-01
2.639726556177863781e-01 1.620060702834109634e+01 2.779014714878285663e-01 2.575188445532922143e-01
2.568904485757287914e-01 2.555887937399932142e-01 2.323268095421383350e+01 2.548398034704441040e-01
2.585671225849665023e-01 2.554473249954218872e-01 1.823038046675157986e+01 2.556050856680299743e-01
2.609761958468984622e-01 2.601482271542576163e-01 2.421875828113286389e+01 2.601172958659727086e-01
2.620246165973031394e-01 9.210600321592181672e+00 2.609913622215644935e-01 2.663836995889505288e-01
3.922051574682161146e+01 2.585009258094068674e-01 2.603967476815528537e-01 2.605865796874369256e-01
2.637327274950546641e-01 2.605381830244531960e-01 2.681539569904256570e-01 1.120757513249006543e+01
2.610042608606014669e-01 2.580011361812800108e-01 2.563592834266655296e-01 6.224635319531452993e+00
6.197184225652449641e+00 2.591482186697565138e-01 2.642452445303664077e-01 2.794223111474264387e-01
2.610153388573018818e-01 2.623926064363281130e-01 1.215497223039359032e+00 2.610948316670110847e-01
2.577857437348715086e-01 2.577874252002508859e-01 1.223455004972978211e+00 2.609718260918993948e-01
2.580505325908992731e-01 2.598339175623259889e-01 2.678947868193551907e-01 8.214220763027419991e+00
2.561824157333030816e-01 2.565090457533350521e-01 1.722795842615188988e+01 2.593501123614766479e-01
2.549768671178895274e-01 2.547160176423066691e-01 2.570860009355727116e-01 3.123322111430422865e+01
2.582953865220170564e-01 2.596638918062735280e-01 1.322177055543521362e+01 2.602701662364953483e-01
2.580216802601148496e-01 2.594594444788108079e-01 2.629340111120100909e-01 1.621958486414906631e+01
2.601305226801715609e-01 2.421329383048460926e+01 2.673070098005690398e-01 2.592686370346544145e-01
2.500000000000000000e-01 2.500000000000000000e-01 2.500000000000000000e-01 2.500000000000000000e-01
2.578808471375524936e-01 2.617590973651591213e-01 3.721755965944792877e+01 2.628003960493625057e-01
2.587810146703631298e-01 2.618812157965407228e-01 2.642480985718255737e-01 1.821508967096126952e+01
2.550714997258751171e-01 2.570614866096577189e-01 3.023018549548310574e+01 2.576815181813572608e-01
2.558274944389019590e-01 2.570542318125840220e-01 3.222900922551592373e+01 2.581090482325970603e-01
2.603455151119677957e-01 2.622380265690495427e-01 1.221448721257650227e+01 2.629292457424782792e-01
2.567698353584264015e-01 2.572514021417919294e-01 2.609236637783111656e-01 1.122505509872147123e+01
2.592103104895415178e-01 2.592646835810935579e-01 3.208950145417907684e+00 2.725748605114575174e-01
1.120281786237492483e+01 2.602632103643218731e-01 2.668354534511269138e-01 2.700834738096268284e-01
2.576504838982168755e-01 2.022470907625642056e+01 2.588504360778313695e-01 2.587900037675323062e-01
2.570058368353556610e-01 2.580823370381135629e-01 2.648190923564295307e-01 6.220092733770100857e+00
2.531089178041335819e-01 7.230998011048865415e+00 2.603901646370351264e-01 2.555029065099653773e-01
1.923162803624932593e+01 2.547959565411095917e-01 2.552459917999210237e-01 2.583300154096421219e-01
2.579141480245464302e-01 2.582670469113634848e-01 3.922520395847715946e+01 2.586148465869399504e-01
2.577888642060995328e-01 2.577895986910246351e-01 1.223456586000084334e+00 2.609649511027915536e-01
2.594508846412353353e-01 2.573695094925220750e-01 2.580992644012995441e-01 2.022508034146494538e+01
1.923170354270583360e+01 2.547955123482701922e-01 2.552454791596955874e-01 2.582554657862055625e-01
2.560686468859665887e-01 2.559323452997437354e-01 2.583974761158343014e-01 1.922960153169845654e+01
2.560770135161682948e-01 2.559350921084463382e-01 2.584193454423978631e-01 1.922956854893298484e+01
2.661035683369492588e-01 2.193937103540897660e+00 2.704540044611512539e-01 2.695053236610019387e-01
2.574873540814038853e-01 2.567338067533169177e-01 2.584484276801950475e-01 2.122733041148508448e+01
2.531088563572401751e-01 7.231017740615449441e+00 2.603705585013218471e-01 2.555028445259892034e-01
