2.608325380242459413e-01 1.021404669151927180e+01 2.640035180483013000e-01 2.611172524081794566e-01
2.601166820184078188e-01 1.921176438480514292e+01 2.647542324893847887e-01 2.633647006870633023e-01
2.612578488936295185e-01 2.598108137132215112e-01 2.658513780901137769e-01 2.521307995930303392e+01
2.612250569014770152e-01 2.592389694426274760e-01 5.220164240369506103e+00 2.593717332863902381e-01
2.594253657287703407e-01 2.590395381600458236e-01 1.521936041389679772e+01 2.621746822143856126e-01
2.608413397912822673e-01 2.618084934282809972e-01 8.207906311843720104e+00 2.694438549367171865e-01
1.220942287655874914e+01 2.625467459388919900e-01 2.656573261406248165e-01 2.623730513617336668e-01
2.568317152281383575e-01 4.209057627753914232e+00 2.716784054280694249e-01 2.624322515898778185e-01
2.605719548459277668e-01 2.584969043464943050e-01 5.219736001042403650e+00 2.611951397651737228e-01
2.545396061747847161e-01 7.226840334279458489e+00 2.618287972066787317e-01 2.567912623390777305e-01
1.519101197367421641e+01 2.673381884735729908e-01 2.738940436313214710e-01 2.677557942208892983e-01
2.571916440805377957e-01 2.585989500307620537e-01 2.548474886462123168e-01 1.229361917242488111e+00
2.594622083818806102e-01 2.582277023751100575e-01 2.650957564594936811e-01 4.217214332783515651e+00
1.120609318940994648e+01 2.633933452578716139e-01 2.640337507520255089e-01 2.664797145801548472e-01
2.597258050498369997e-01 2.520858797905301074e+01 2.667440633315739662e-01 2.649421525655849541e-01
2.622152196520974310e-01 2.607296884845771157e-01 2.621557716418799089e+01 2.614779276753304571e-01
2.616055218189872744e-01 1.521284666057569623e+01 2.645273228796148346e-01 2.610204947257009911e-01
2.605654460232629810e-01 2.618119773961770647e-01 2.629634388922272858e-01 2.621465913768832934e+01
2.570392647094721372e-01 2.567156585517603173e-01 2.587943811727649868e-01 3.122745069556599873e+01
2.222198155256718710e+00 2.604746774313484448e-01 2.590766575185390885e-01 2.582505097933936455e-01
2.613441677561417209e-01 7.211490840182070983e+00 2.652653932257172387e-01 2.618995988360720006e-01
2.620683560677284918e-01 2.615565195182062985e-01 1.621467581523017998e+01 2.616993091838851759e-01
2.598960843121392306e-01 2.596723105178171953e-01 2.321734766044839304e+01 2.630839447216529736e-01
2.622943821635946304e-01 2.606499549288883721e-01 2.221034401914644008e+01 2.667116437610733137e-01
2.593620100338885348e-01 2.625002611142405184e-01 2.921663857150400645e+01 2.614991573478661069e-01
2.584201534126678301e-01 2.593206497409028533e-01 2.601411109985285464e-01 2.522211808584789949e+01
2.586091977875966674e-01 2.600669747733163062e-01 2.617004166621758610e-01 1.921962341077691505e+01
2.568932285325566944e-01 2.574578691960667243e-01 2.586018157096098835e-01 1.222704708656176464e+01
2.619905629564563965e-01 2.121003027275721209e+01 2.618729188342706071e-01 2.661062454520590759e-01
2.596343176131754027e-01 2.621746396562005810e-01 2.921824075992526915e+01 2.599502828053522063e-01
3.119429424252403749e+01 2.655329500049615765e-01 2.743599174167969945e-01 2.658128900542001682e-01
2.644201292450701901e-01 1.619919853275767707e+01 2.766689278776502947e-01 2.597124101196032764e-01
2.586095869801570135e-01 2.572529964729295959e-01 2.322737878666072930e+01 2.567586298861857519e-01
2.601021557900649595e-01 2.571920019054299567e-01 1.822508469474177417e+01 2.576211475627292469e-01
2.624471534542942019e-01 2.621811187525077691e-01 2.421292581704063096e+01 2.624459107525617951e-01
2.648109883955451771e-01 9.202549841607472914e+00 2.635791830400929237e-01 2.690599869568898739e-01
3.921356572888365832e+01 2.608612218321198495e-01 2.625596441000721537e-01 2.630134051841545029e-01
2.649332680617819125e-01 2.624862177553730080e-01 2.673546222942940198e-01 1.120522589188855278e+01
2.644086944449365317e-01 2.610077424239880539e-01 2.590997934556849569e-01 6.215483769675390846e+00
6.195970391829034973e+00 2.621675567191059097e-01 2.653362280596083811e-01 2.765258233922507913e-01
2.634422574708636389e-01 2.653389173277730939e-01 1.207312914275684435e+00 2.639059109256786662e-01
2.607555889627555801e-01 2.608030634746433818e-01 1.212564219228372320e+00 2.658771283342289959e-01
2.600918152937225503e-01 2.618318131195733756e-01 2.696496366179407800e-01 8.208426734968762517e+00
2.586176956520938597e-01 2.588058080382956150e-01 1.722091550859927978e+01 2.616609877103296400e-01
2.570402669227243031e-01 2.567157386663918572e-01 2.587954659401017765e-01 3.122744852847077723e+01
2.604199039706831531e-01 2.614018066450526367e-01 1.321554117034068909e+01 2.626371190435748959e-01
2.601380024945265657e-01 2.616826340588537247e-01 2.650370778564447583e-01 1.621314228559017678e+01
2.623626859082986429e-01 2.420733926184027496e+01 2.686119578885345915e-01 2.616860943628906422e-01
2.500000000000000000e-01 2.500000000000000000e-01 2.500000000000000000e-01 2.500000000000000000e-01
2.603396643252184339e-01 2.634055042297857030e-01 3.721172478807201855e+01 2.645300433729749767e-01
2.611232538407894932e-01 2.634107107945846682e-01 2.662289251561792969e-01 1.820923711020844493e+01
2.572580646347641942e-01 2.594948042861638382e-01 3.022324522218859144e+01 2.600019088904920173e-01
2.581610546917746940e-01 2.593003399138023024e-01 3.222233360569828164e+01 2.602049996961335876e-01
2.625230289215305102e-01 2.640172673397592207e-01 1.220842666255942000e+01 2.650330411792895524e-01
2.590042505935571948e-01 2.594176106289136641e-01 2.632262103085267202e-01 1.121835192846900142e+01
2.618948314078203832e-01 2.628562454225102374e-01 3.199768970209557306e+00 2.754799529601118513e-01
1.119966981374994219e+01 2.627468317434635825e-01 2.676707748967254719e-01 2.699125796098673646e-01
2.604462443532015725e-01 2.021724542631960020e+01 2.611480892148800859e-01 2.611602401123181427e-01
2.595549056444079183e-01 2.600839697652874705e-01 2.656357884832262206e-01 6.214725336107077780e+00
2.545392816215280019e-01 7.226914035043688678e+00 2.617559012148118480e-01 2.567907821199715834e-01
1.922467238188487215e+01 2.572527047014820933e-01 2.579197734669493314e-01 2.601551399466983105e-01
2.602721119392601423e-01 2.604700235614841319e-01 3.921793978484697618e+01 2.613180796522735494e-01
2.608117057421322493e-01 2.608576118627200513e-01 1.212137567575807484e+00 2.661931148193400487e-01
2.621891135650874505e-01 2.594942750994473357e-01 2.605067890358479521e-01 2.021780982229961054e+01
1.922454160914100640e+01 2.572544640641578617e-01 2.579222854206141280e-01 2.602816413742206070e-01
2.579425639234019796e-01 2.578379424670165787e-01 2.604647833187020423e-01 1.922375471029087990e+01
2.579256016606777391e-01 2.578531546799024410e-01 2.603346858597928026e-01 1.922388655779962718e+01
2.682807179795287378e-01 2.191735385166397876e+00 2.710929659654035540e-01 2.688909308886701099e-01
2.600101195592416925e-01 2.592675353154734741e-01 2.609472138971826172e-01 2.121977513122810421e+01
2.545395514357575162e-01 7.226855133705871737e+00 2.618139333066958341e-01 2.567913815516751908e-01
